"med_spec","frequenc","wstatus","deg_urb","quantile","unit","geo","time","values"
"GEN","GE10","RET","DEG3","QU5","PC","IT",2017,5.6
"GEN","GE10","RET","DEG3","TOTAL","PC","IT",2017,6.4
"GEN","GE10","RET","TOTAL","QU1","PC","IT",2017,7.3
"GEN","GE10","RET","TOTAL","QU2","PC","IT",2017,6.1
"GEN","GE10","RET","TOTAL","QU3","PC","IT",2017,7
"GEN","GE10","RET","TOTAL","QU4","PC","IT",2017,4.8
"GEN","GE10","RET","TOTAL","QU5","PC","IT",2017,5.6
"GEN","GE10","RET","TOTAL","TOTAL","PC","IT",2017,6
"GEN","GE10","UNE","DEG1","QU1","PC","IT",2017,0.3
"GEN","GE10","UNE","DEG1","QU2","PC","IT",2017,1.9
"GEN","GE10","UNE","DEG1","QU3","PC","IT",2017,0.3
"GEN","GE10","UNE","DEG1","QU4","PC","IT",2017,0.7
"GEN","GE10","UNE","DEG1","QU5","PC","IT",2017,0
"GEN","GE10","UNE","DEG1","TOTAL","PC","IT",2017,0.7
"GEN","GE10","UNE","DEG2","QU1","PC","IT",2017,0.3
"GEN","GE10","UNE","DEG2","QU2","PC","IT",2017,1.8
"GEN","GE10","UNE","DEG2","QU3","PC","IT",2017,0
"GEN","GE10","UNE","DEG2","QU4","PC","IT",2017,0
"GEN","GE10","UNE","DEG2","QU5","PC","IT",2017,0
"GEN","GE10","UNE","DEG2","TOTAL","PC","IT",2017,0.6
"GEN","GE10","UNE","DEG3","QU1","PC","IT",2017,2.5
"GEN","GE10","UNE","DEG3","QU2","PC","IT",2017,0.9
"GEN","GE10","UNE","DEG3","QU3","PC","IT",2017,3.9
"GEN","GE10","UNE","DEG3","QU4","PC","IT",2017,2.4
"GEN","GE10","UNE","DEG3","QU5","PC","IT",2017,4.6
"GEN","GE10","UNE","DEG3","TOTAL","PC","IT",2017,2.3
"GEN","GE10","UNE","TOTAL","QU1","PC","IT",2017,0.8
"GEN","GE10","UNE","TOTAL","QU2","PC","IT",2017,1.6
"GEN","GE10","UNE","TOTAL","QU3","PC","IT",2017,0.9
"GEN","GE10","UNE","TOTAL","QU4","PC","IT",2017,0.9
"GEN","GE10","UNE","TOTAL","QU5","PC","IT",2017,0.8
"GEN","GE10","UNE","TOTAL","TOTAL","PC","IT",2017,1
"GEN","NVR","EMP","DEG1","QU1","PC","IT",2017,39.8
"GEN","NVR","EMP","DEG1","QU2","PC","IT",2017,36.8
"GEN","NVR","EMP","DEG1","QU3","PC","IT",2017,34.5
"GEN","NVR","EMP","DEG1","QU4","PC","IT",2017,29.3
"GEN","NVR","EMP","DEG1","QU5","PC","IT",2017,30.2
"GEN","NVR","EMP","DEG1","TOTAL","PC","IT",2017,32.9
"GEN","NVR","EMP","DEG2","QU1","PC","IT",2017,39.6
"GEN","NVR","EMP","DEG2","QU2","PC","IT",2017,34.8
"GEN","NVR","EMP","DEG2","QU3","PC","IT",2017,35.1
"GEN","NVR","EMP","DEG2","QU4","PC","IT",2017,32.4
"GEN","NVR","EMP","DEG2","QU5","PC","IT",2017,32.9
"GEN","NVR","EMP","DEG2","TOTAL","PC","IT",2017,34.2
"GEN","NVR","EMP","DEG3","QU1","PC","IT",2017,39
"GEN","NVR","EMP","DEG3","QU2","PC","IT",2017,39.2
"GEN","NVR","EMP","DEG3","QU3","PC","IT",2017,33.4
"GEN","NVR","EMP","DEG3","QU4","PC","IT",2017,31.2
"GEN","NVR","EMP","DEG3","QU5","PC","IT",2017,34.1
"GEN","NVR","EMP","DEG3","TOTAL","PC","IT",2017,34.6
"GEN","NVR","EMP","TOTAL","QU1","PC","IT",2017,39.5
"GEN","NVR","EMP","TOTAL","QU2","PC","IT",2017,36.6
"GEN","NVR","EMP","TOTAL","QU3","PC","IT",2017,34.5
"GEN","NVR","EMP","TOTAL","QU4","PC","IT",2017,31.2
"GEN","NVR","EMP","TOTAL","QU5","PC","IT",2017,32.2
"GEN","NVR","EMP","TOTAL","TOTAL","PC","IT",2017,33.9
"GEN","NVR","INAC_OTH","DEG1","QU1","PC","IT",2017,35.4
"GEN","NVR","INAC_OTH","DEG1","QU2","PC","IT",2017,21.3
"GEN","NVR","INAC_OTH","DEG1","QU3","PC","IT",2017,31.6
"GEN","NVR","INAC_OTH","DEG1","QU4","PC","IT",2017,30.6
"GEN","NVR","INAC_OTH","DEG1","QU5","PC","IT",2017,31.6
"GEN","NVR","INAC_OTH","DEG1","TOTAL","PC","IT",2017,30.5
"GEN","NVR","INAC_OTH","DEG2","QU1","PC","IT",2017,29.7
"GEN","NVR","INAC_OTH","DEG2","QU2","PC","IT",2017,28
"GEN","NVR","INAC_OTH","DEG2","QU3","PC","IT",2017,28
"GEN","NVR","INAC_OTH","DEG2","QU4","PC","IT",2017,28.7
"GEN","NVR","INAC_OTH","DEG2","QU5","PC","IT",2017,34.3
"GEN","NVR","INAC_OTH","DEG2","TOTAL","PC","IT",2017,29.2
"GEN","NVR","INAC_OTH","DEG3","QU1","PC","IT",2017,34.8
"GEN","NVR","INAC_OTH","DEG3","QU2","PC","IT",2017,29.5
"GEN","NVR","INAC_OTH","DEG3","QU3","PC","IT",2017,28.7
"GEN","NVR","INAC_OTH","DEG3","QU4","PC","IT",2017,32.1
"GEN","NVR","INAC_OTH","DEG3","QU5","PC","IT",2017,26.6
"GEN","NVR","INAC_OTH","DEG3","TOTAL","PC","IT",2017,31
"GEN","NVR","INAC_OTH","TOTAL","QU1","PC","IT",2017,33
"GEN","NVR","INAC_OTH","TOTAL","QU2","PC","IT",2017,26.4
"GEN","NVR","INAC_OTH","TOTAL","QU3","PC","IT",2017,29.4
"GEN","NVR","INAC_OTH","TOTAL","QU4","PC","IT",2017,30.2
"GEN","NVR","INAC_OTH","TOTAL","QU5","PC","IT",2017,31.6
"GEN","NVR","INAC_OTH","TOTAL","TOTAL","PC","IT",2017,30.1
"GEN","NVR","POP","DEG1","QU1","PC","IT",2017,35.5
"GEN","NVR","POP","DEG1","QU2","PC","IT",2017,28.7
"GEN","NVR","POP","DEG1","QU3","PC","IT",2017,29.3
"GEN","NVR","POP","DEG1","QU4","PC","IT",2017,26.3
"GEN","NVR","POP","DEG1","QU5","PC","IT",2017,26
"GEN","NVR","POP","DEG1","TOTAL","PC","IT",2017,29
"GEN","NVR","POP","DEG2","QU1","PC","IT",2017,32.8
"GEN","NVR","POP","DEG2","QU2","PC","IT",2017,28.7
"GEN","NVR","POP","DEG2","QU3","PC","IT",2017,27.2
"GEN","NVR","POP","DEG2","QU4","PC","IT",2017,27.8
"GEN","NVR","POP","DEG2","QU5","PC","IT",2017,29.6
"GEN","NVR","POP","DEG2","TOTAL","PC","IT",2017,29.1
"GEN","NVR","POP","DEG3","QU1","PC","IT",2017,33.4
"GEN","NVR","POP","DEG3","QU2","PC","IT",2017,29.9
"GEN","NVR","POP","DEG3","QU3","PC","IT",2017,26.4
"GEN","NVR","POP","DEG3","QU4","PC","IT",2017,28.5
"GEN","NVR","POP","DEG3","QU5","PC","IT",2017,30.5
"GEN","NVR","POP","DEG3","TOTAL","PC","IT",2017,29.6
"GEN","NVR","POP","TOTAL","QU1","PC","IT",2017,33.9
"GEN","NVR","POP","TOTAL","QU2","PC","IT",2017,29
"GEN","NVR","POP","TOTAL","QU3","PC","IT",2017,27.7
"GEN","NVR","POP","TOTAL","QU4","PC","IT",2017,27.5
"GEN","NVR","POP","TOTAL","QU5","PC","IT",2017,28.4
"GEN","NVR","POP","TOTAL","TOTAL","PC","IT",2017,29.2
"GEN","NVR","RET","DEG1","QU1","PC","IT",2017,16
"GEN","NVR","RET","DEG1","QU2","PC","IT",2017,16.3
"GEN","NVR","RET","DEG1","QU3","PC","IT",2017,13.9
"GEN","NVR","RET","DEG1","QU4","PC","IT",2017,15.5
"GEN","NVR","RET","DEG1","QU5","PC","IT",2017,13.4
"GEN","NVR","RET","DEG1","TOTAL","PC","IT",2017,14.7
"GEN","NVR","RET","DEG2","QU1","PC","IT",2017,14.9
"GEN","NVR","RET","DEG2","QU2","PC","IT",2017,13.7
"GEN","NVR","RET","DEG2","QU3","PC","IT",2017,13.2
"GEN","NVR","RET","DEG2","QU4","PC","IT",2017,13.9
"GEN","NVR","RET","DEG2","QU5","PC","IT",2017,15.1
"GEN","NVR","RET","DEG2","TOTAL","PC","IT",2017,14.1
"GEN","NVR","RET","DEG3","QU1","PC","IT",2017,14.6
"GEN","NVR","RET","DEG3","QU2","PC","IT",2017,15
"GEN","NVR","RET","DEG3","QU3","PC","IT",2017,15.3
"GEN","NVR","RET","DEG3","QU4","PC","IT",2017,17.7
"GEN","NVR","RET","DEG3","QU5","PC","IT",2017,19.1
"GEN","NVR","RET","DEG3","TOTAL","PC","IT",2017,16.2
"GEN","NVR","RET","TOTAL","QU1","PC","IT",2017,15.1
"GEN","NVR","RET","TOTAL","QU2","PC","IT",2017,14.8
"GEN","NVR","RET","TOTAL","QU3","PC","IT",2017,14
"GEN","NVR","RET","TOTAL","QU4","PC","IT",2017,15.4
"GEN","NVR","RET","TOTAL","QU5","PC","IT",2017,15.1
"GEN","NVR","RET","TOTAL","TOTAL","PC","IT",2017,14.8
"GEN","NVR","UNE","DEG1","QU1","PC","IT",2017,41.8
"GEN","NVR","UNE","DEG1","QU2","PC","IT",2017,43
"GEN","NVR","UNE","DEG1","QU3","PC","IT",2017,43.8
"GEN","NVR","UNE","DEG1","QU4","PC","IT",2017,30.2
"GEN","NVR","UNE","DEG1","QU5","PC","IT",2017,34.1
"GEN","NVR","UNE","DEG1","TOTAL","PC","IT",2017,40.6
"GEN","NVR","UNE","DEG2","QU1","PC","IT",2017,44.4
"GEN","NVR","UNE","DEG2","QU2","PC","IT",2017,40.3
"GEN","NVR","UNE","DEG2","QU3","PC","IT",2017,32.2
"GEN","NVR","UNE","DEG2","QU4","PC","IT",2017,42.1
"GEN","NVR","UNE","DEG2","QU5","PC","IT",2017,49.3
"GEN","NVR","UNE","DEG2","TOTAL","PC","IT",2017,41.6
"GEN","NVR","UNE","DEG3","QU1","PC","IT",2017,40.5
"GEN","NVR","UNE","DEG3","QU2","PC","IT",2017,42.4
"GEN","NVR","UNE","DEG3","QU3","PC","IT",2017,23.5
"GEN","NVR","UNE","DEG3","QU4","PC","IT",2017,38.8
"GEN","NVR","UNE","DEG3","QU5","PC","IT",2017,58.5
"GEN","NVR","UNE","DEG3","TOTAL","PC","IT",2017,39.7
"GEN","NVR","UNE","TOTAL","QU1","PC","IT",2017,42.5
"GEN","NVR","UNE","TOTAL","QU2","PC","IT",2017,41.7
"GEN","NVR","UNE","TOTAL","QU3","PC","IT",2017,34.6
"GEN","NVR","UNE","TOTAL","QU4","PC","IT",2017,37.3
"GEN","NVR","UNE","TOTAL","QU5","PC","IT",2017,44.4
"GEN","NVR","UNE","TOTAL","TOTAL","PC","IT",2017,40.8
"MED_DDS","1-2","EMP","DEG1","QU1","PC","IT",2017,24.2
"MED_DDS","1-2","EMP","DEG1","QU2","PC","IT",2017,30.1
"MED_DDS","1-2","EMP","DEG1","QU3","PC","IT",2017,37.9
"MED_DDS","1-2","EMP","DEG1","QU4","PC","IT",2017,41.7
"MED_DDS","1-2","EMP","DEG1","QU5","PC","IT",2017,51.7
"MED_DDS","1-2","EMP","DEG1","TOTAL","PC","IT",2017,40.4
"MED_DDS","1-2","EMP","DEG2","QU1","PC","IT",2017,25.2
"MED_DDS","1-2","EMP","DEG2","QU2","PC","IT",2017,31.8
"MED_DDS","1-2","EMP","DEG2","QU3","PC","IT",2017,33.3
"MED_DDS","1-2","EMP","DEG2","QU4","PC","IT",2017,45
"MED_DDS","1-2","EMP","DEG2","QU5","PC","IT",2017,50.1
"MED_DDS","1-2","EMP","DEG2","TOTAL","PC","IT",2017,40.1
"MED_DDS","1-2","EMP","DEG3","QU1","PC","IT",2017,25.3
"MED_DDS","1-2","EMP","DEG3","QU2","PC","IT",2017,31.3
"MED_DDS","1-2","EMP","DEG3","QU3","PC","IT",2017,38.3
"MED_DDS","1-2","EMP","DEG3","QU4","PC","IT",2017,43
"MED_DDS","1-2","EMP","DEG3","QU5","PC","IT",2017,47.8
"MED_DDS","1-2","EMP","DEG3","TOTAL","PC","IT",2017,39.2
"MED_DDS","1-2","EMP","TOTAL","QU1","PC","IT",2017,24.9
"MED_DDS","1-2","EMP","TOTAL","QU2","PC","IT",2017,31.1
"MED_DDS","1-2","EMP","TOTAL","QU3","PC","IT",2017,36.1
"MED_DDS","1-2","EMP","TOTAL","QU4","PC","IT",2017,43.5
"MED_DDS","1-2","EMP","TOTAL","QU5","PC","IT",2017,50.2
"MED_DDS","1-2","EMP","TOTAL","TOTAL","PC","IT",2017,40
"MED_DDS","1-2","INAC_OTH","DEG1","QU1","PC","IT",2017,30.4
"MED_DDS","1-2","INAC_OTH","DEG1","QU2","PC","IT",2017,42.3
"MED_DDS","1-2","INAC_OTH","DEG1","QU3","PC","IT",2017,34.7
"MED_DDS","1-2","INAC_OTH","DEG1","QU4","PC","IT",2017,45.2
"MED_DDS","1-2","INAC_OTH","DEG1","QU5","PC","IT",2017,44
"MED_DDS","1-2","INAC_OTH","DEG1","TOTAL","PC","IT",2017,37.8
"MED_DDS","1-2","INAC_OTH","DEG2","QU1","PC","IT",2017,28.9
"MED_DDS","1-2","INAC_OTH","DEG2","QU2","PC","IT",2017,36.8
"MED_DDS","1-2","INAC_OTH","DEG2","QU3","PC","IT",2017,33.5
"MED_DDS","1-2","INAC_OTH","DEG2","QU4","PC","IT",2017,43.4
"MED_DDS","1-2","INAC_OTH","DEG2","QU5","PC","IT",2017,45.2
"MED_DDS","1-2","INAC_OTH","DEG2","TOTAL","PC","IT",2017,35.7
"MED_DDS","1-2","INAC_OTH","DEG3","QU1","PC","IT",2017,27
"MED_DDS","1-2","INAC_OTH","DEG3","QU2","PC","IT",2017,35.1
"MED_DDS","1-2","INAC_OTH","DEG3","QU3","PC","IT",2017,31.3
"MED_DDS","1-2","INAC_OTH","DEG3","QU4","PC","IT",2017,34.4
"MED_DDS","1-2","INAC_OTH","DEG3","QU5","PC","IT",2017,39.4
"MED_DDS","1-2","INAC_OTH","DEG3","TOTAL","PC","IT",2017,32.3
"MED_DDS","1-2","INAC_OTH","TOTAL","QU1","PC","IT",2017,29
"MED_DDS","1-2","INAC_OTH","TOTAL","QU2","PC","IT",2017,38
"MED_DDS","1-2","INAC_OTH","TOTAL","QU3","PC","IT",2017,33.3
"MED_DDS","1-2","INAC_OTH","TOTAL","QU4","PC","IT",2017,41.9
"MED_DDS","1-2","INAC_OTH","TOTAL","QU5","PC","IT",2017,43.5
"MED_DDS","1-2","INAC_OTH","TOTAL","TOTAL","PC","IT",2017,35.6
"MED_DDS","1-2","POP","DEG1","QU1","PC","IT",2017,28.5
"MED_DDS","1-2","POP","DEG1","QU2","PC","IT",2017,35.6
"MED_DDS","1-2","POP","DEG1","QU3","PC","IT",2017,37.3
"MED_DDS","1-2","POP","DEG1","QU4","PC","IT",2017,43
"MED_DDS","1-2","POP","DEG1","QU5","PC","IT",2017,49.9
"MED_DDS","1-2","POP","DEG1","TOTAL","PC","IT",2017,39.6
"MED_DDS","1-2","POP","DEG2","QU1","PC","IT",2017,27.2
"MED_DDS","1-2","POP","DEG2","QU2","PC","IT",2017,34.7
"MED_DDS","1-2","POP","DEG2","QU3","PC","IT",2017,34.6
"MED_DDS","1-2","POP","DEG2","QU4","PC","IT",2017,42.7
"MED_DDS","1-2","POP","DEG2","QU5","PC","IT",2017,48.3
"MED_DDS","1-2","POP","DEG2","TOTAL","PC","IT",2017,37.9
"MED_DDS","1-2","POP","DEG3","QU1","PC","IT",2017,25.8
"MED_DDS","1-2","POP","DEG3","QU2","PC","IT",2017,31.9
"MED_DDS","1-2","POP","DEG3","QU3","PC","IT",2017,34.7
"MED_DDS","1-2","POP","DEG3","QU4","PC","IT",2017,39
"MED_DDS","1-2","POP","DEG3","QU5","PC","IT",2017,45
"MED_DDS","1-2","POP","DEG3","TOTAL","PC","IT",2017,35.1
"MED_DDS","1-2","POP","TOTAL","QU1","PC","IT",2017,27.3
"MED_DDS","1-2","POP","TOTAL","QU2","PC","IT",2017,34.2
"MED_DDS","1-2","POP","TOTAL","QU3","PC","IT",2017,35.5
"MED_DDS","1-2","POP","TOTAL","QU4","PC","IT",2017,41.9
"MED_DDS","1-2","POP","TOTAL","QU5","PC","IT",2017,48.3
"MED_DDS","1-2","POP","TOTAL","TOTAL","PC","IT",2017,37.8
"MED_DDS","1-2","RET","DEG1","QU1","PC","IT",2017,35.1
"MED_DDS","1-2","RET","DEG1","QU2","PC","IT",2017,35.8
"MED_DDS","1-2","RET","DEG1","QU3","PC","IT",2017,40.4
"MED_DDS","1-2","RET","DEG1","QU4","PC","IT",2017,44.8
"MED_DDS","1-2","RET","DEG1","QU5","PC","IT",2017,48.8
"MED_DDS","1-2","RET","DEG1","TOTAL","PC","IT",2017,42.6
"MED_DDS","1-2","RET","DEG2","QU1","PC","IT",2017,31.5
"MED_DDS","1-2","RET","DEG2","QU2","PC","IT",2017,33.7
"MED_DDS","1-2","RET","DEG2","QU3","PC","IT",2017,36.5
"MED_DDS","1-2","RET","DEG2","QU4","PC","IT",2017,37.8
"MED_DDS","1-2","RET","DEG2","QU5","PC","IT",2017,45.8
"MED_DDS","1-2","RET","DEG2","TOTAL","PC","IT",2017,37.6
"MED_DDS","1-2","RET","DEG3","QU1","PC","IT",2017,24.1
"MED_DDS","1-2","RET","DEG3","QU2","PC","IT",2017,30.5
"MED_DDS","1-2","RET","DEG3","QU3","PC","IT",2017,32
"MED_DDS","1-2","RET","DEG3","QU4","PC","IT",2017,35.1
"MED_DDS","1-2","RET","DEG3","QU5","PC","IT",2017,40.1
"MED_DDS","1-2","RET","DEG3","TOTAL","PC","IT",2017,32.4
"MED_DDS","1-2","RET","TOTAL","QU1","PC","IT",2017,30.3
"MED_DDS","1-2","RET","TOTAL","QU2","PC","IT",2017,33.2
"MED_DDS","1-2","RET","TOTAL","QU3","PC","IT",2017,36.3
"MED_DDS","1-2","RET","TOTAL","QU4","PC","IT",2017,39.4
"MED_DDS","1-2","RET","TOTAL","QU5","PC","IT",2017,46.1
"MED_DDS","1-2","RET","TOTAL","TOTAL","PC","IT",2017,37.9
"MED_DDS","1-2","UNE","DEG1","QU1","PC","IT",2017,26.8
"MED_DDS","1-2","UNE","DEG1","QU2","PC","IT",2017,34.1
"MED_DDS","1-2","UNE","DEG1","QU3","PC","IT",2017,32.1
"MED_DDS","1-2","UNE","DEG1","QU4","PC","IT",2017,37.8
"MED_DDS","1-2","UNE","DEG1","QU5","PC","IT",2017,53.2
"MED_DDS","1-2","UNE","DEG1","TOTAL","PC","IT",2017,32.8
"MED_DDS","1-2","UNE","DEG2","QU1","PC","IT",2017,22.8
"MED_DDS","1-2","UNE","DEG2","QU2","PC","IT",2017,39.5
"MED_DDS","1-2","UNE","DEG2","QU3","PC","IT",2017,39.6
"MED_DDS","1-2","UNE","DEG2","QU4","PC","IT",2017,38.2
"MED_DDS","1-2","UNE","DEG2","QU5","PC","IT",2017,42.9
"MED_DDS","1-2","UNE","DEG2","TOTAL","PC","IT",2017,33.1
"MED_DDS","1-2","UNE","DEG3","QU1","PC","IT",2017,25.7
"MED_DDS","1-2","UNE","DEG3","QU2","PC","IT",2017,28.3
"MED_DDS","1-2","UNE","DEG3","QU3","PC","IT",2017,37.7
"MED_DDS","1-2","UNE","DEG3","QU4","PC","IT",2017,29.2
"MED_DDS","1-2","UNE","DEG3","QU5","PC","IT",2017,43.5
"MED_DDS","1-2","UNE","DEG3","TOTAL","PC","IT",2017,29.3
"MED_DDS","1-2","UNE","TOTAL","QU1","PC","IT",2017,25
"MED_DDS","1-2","UNE","TOTAL","QU2","PC","IT",2017,35.1
"MED_DDS","1-2","UNE","TOTAL","QU3","PC","IT",2017,36.5
"MED_DDS","1-2","UNE","TOTAL","QU4","PC","IT",2017,35.5
"MED_DDS","1-2","UNE","TOTAL","QU5","PC","IT",2017,47.4
"MED_DDS","1-2","UNE","TOTAL","TOTAL","PC","IT",2017,32.1
"MED_DDS","3-5","EMP","DEG1","QU1","PC","IT",2017,2
"MED_DDS","3-5","EMP","DEG1","QU2","PC","IT",2017,2.4
"MED_DDS","3-5","EMP","DEG1","QU3","PC","IT",2017,3.6
"MED_DDS","3-5","EMP","DEG1","QU4","PC","IT",2017,3.4
"MED_DDS","3-5","EMP","DEG1","QU5","PC","IT",2017,4
"MED_DDS","3-5","EMP","DEG1","TOTAL","PC","IT",2017,3.3
"MED_DDS","3-5","EMP","DEG2","QU1","PC","IT",2017,2.5
"MED_DDS","3-5","EMP","DEG2","QU2","PC","IT",2017,1.3
"MED_DDS","3-5","EMP","DEG2","QU3","PC","IT",2017,3
"MED_DDS","3-5","EMP","DEG2","QU4","PC","IT",2017,2.9
"MED_DDS","3-5","EMP","DEG2","QU5","PC","IT",2017,3.3
"MED_DDS","3-5","EMP","DEG2","TOTAL","PC","IT",2017,2.7
"MED_DDS","3-5","EMP","DEG3","QU1","PC","IT",2017,1.6
"MED_DDS","3-5","EMP","DEG3","QU2","PC","IT",2017,1.8
"MED_DDS","3-5","EMP","DEG3","QU3","PC","IT",2017,3
"MED_DDS","3-5","EMP","DEG3","QU4","PC","IT",2017,2.7
"MED_DDS","3-5","EMP","DEG3","QU5","PC","IT",2017,2.2
"MED_DDS","3-5","EMP","DEG3","TOTAL","PC","IT",2017,2.4
"MED_DDS","3-5","EMP","TOTAL","QU1","PC","IT",2017,2.1
"MED_DDS","3-5","EMP","TOTAL","QU2","PC","IT",2017,1.8
"MED_DDS","3-5","EMP","TOTAL","QU3","PC","IT",2017,3.2
"MED_DDS","3-5","EMP","TOTAL","QU4","PC","IT",2017,3
"MED_DDS","3-5","EMP","TOTAL","QU5","PC","IT",2017,3.3
"MED_DDS","3-5","EMP","TOTAL","TOTAL","PC","IT",2017,2.8
"MED_DDS","3-5","INAC_OTH","DEG1","QU1","PC","IT",2017,1.9
"MED_DDS","3-5","INAC_OTH","DEG1","QU2","PC","IT",2017,3.2
"MED_DDS","3-5","INAC_OTH","DEG1","QU3","PC","IT",2017,2.8
"MED_DDS","3-5","INAC_OTH","DEG1","QU4","PC","IT",2017,3.1
"MED_DDS","3-5","INAC_OTH","DEG1","QU5","PC","IT",2017,4.3
"MED_DDS","3-5","INAC_OTH","DEG1","TOTAL","PC","IT",2017,2.9
"MED_DDS","3-5","INAC_OTH","DEG2","QU1","PC","IT",2017,3.2
"MED_DDS","3-5","INAC_OTH","DEG2","QU2","PC","IT",2017,2.1
"MED_DDS","3-5","INAC_OTH","DEG2","QU3","PC","IT",2017,2.8
"MED_DDS","3-5","INAC_OTH","DEG2","QU4","PC","IT",2017,4.2
"MED_DDS","3-5","INAC_OTH","DEG2","QU5","PC","IT",2017,3
"MED_DDS","3-5","INAC_OTH","DEG2","TOTAL","PC","IT",2017,3
"MED_DDS","3-5","INAC_OTH","DEG3","QU1","PC","IT",2017,1.1
"MED_DDS","3-5","INAC_OTH","DEG3","QU2","PC","IT",2017,2.2
"MED_DDS","3-5","INAC_OTH","DEG3","QU3","PC","IT",2017,3.1
"MED_DDS","3-5","INAC_OTH","DEG3","QU4","PC","IT",2017,4.7
"MED_DDS","3-5","INAC_OTH","DEG3","QU5","PC","IT",2017,5.7
"MED_DDS","3-5","INAC_OTH","DEG3","TOTAL","PC","IT",2017,2.8
"MED_DDS","3-5","INAC_OTH","TOTAL","QU1","PC","IT",2017,2.2
"MED_DDS","3-5","INAC_OTH","TOTAL","QU2","PC","IT",2017,2.5
"MED_DDS","3-5","INAC_OTH","TOTAL","QU3","PC","IT",2017,2.9
"MED_DDS","3-5","INAC_OTH","TOTAL","QU4","PC","IT",2017,4
"MED_DDS","3-5","INAC_OTH","TOTAL","QU5","PC","IT",2017,4.1
"MED_DDS","3-5","INAC_OTH","TOTAL","TOTAL","PC","IT",2017,2.9
"MED_DDS","3-5","POP","DEG1","QU1","PC","IT",2017,2.3
"MED_DDS","3-5","POP","DEG1","QU2","PC","IT",2017,2.6
"MED_DDS","3-5","POP","DEG1","QU3","PC","IT",2017,3.5
"MED_DDS","3-5","POP","DEG1","QU4","PC","IT",2017,3.7
"MED_DDS","3-5","POP","DEG1","QU5","PC","IT",2017,4.7
"MED_DDS","3-5","POP","DEG1","TOTAL","PC","IT",2017,3.4
"MED_DDS","3-5","POP","DEG2","QU1","PC","IT",2017,3.3
"MED_DDS","3-5","POP","DEG2","QU2","PC","IT",2017,2
"MED_DDS","3-5","POP","DEG2","QU3","PC","IT",2017,3.1
"MED_DDS","3-5","POP","DEG2","QU4","PC","IT",2017,3.5
"MED_DDS","3-5","POP","DEG2","QU5","PC","IT",2017,3.6
"MED_DDS","3-5","POP","DEG2","TOTAL","PC","IT",2017,3.1
"MED_DDS","3-5","POP","DEG3","QU1","PC","IT",2017,1.9
"MED_DDS","3-5","POP","DEG3","QU2","PC","IT",2017,3
"MED_DDS","3-5","POP","DEG3","QU3","PC","IT",2017,3.2
"MED_DDS","3-5","POP","DEG3","QU4","PC","IT",2017,3.3
"MED_DDS","3-5","POP","DEG3","QU5","PC","IT",2017,3.4
"MED_DDS","3-5","POP","DEG3","TOTAL","PC","IT",2017,3
"MED_DDS","3-5","POP","TOTAL","QU1","PC","IT",2017,2.6
"MED_DDS","3-5","POP","TOTAL","QU2","PC","IT",2017,2.4
"MED_DDS","3-5","POP","TOTAL","QU3","PC","IT",2017,3.3
"MED_DDS","3-5","POP","TOTAL","QU4","PC","IT",2017,3.5
"MED_DDS","3-5","POP","TOTAL","QU5","PC","IT",2017,4
"MED_DDS","3-5","POP","TOTAL","TOTAL","PC","IT",2017,3.2
"MED_DDS","3-5","RET","DEG1","QU1","PC","IT",2017,4.5
"MED_DDS","3-5","RET","DEG1","QU2","PC","IT",2017,3.1
"MED_DDS","3-5","RET","DEG1","QU3","PC","IT",2017,4.5
"MED_DDS","3-5","RET","DEG1","QU4","PC","IT",2017,4.8
"MED_DDS","3-5","RET","DEG1","QU5","PC","IT",2017,6.4
"MED_DDS","3-5","RET","DEG1","TOTAL","PC","IT",2017,4.9
"MED_DDS","3-5","RET","DEG2","QU1","PC","IT",2017,4.7
"MED_DDS","3-5","RET","DEG2","QU2","PC","IT",2017,2.6
"MED_DDS","3-5","RET","DEG2","QU3","PC","IT",2017,3.6
"MED_DDS","3-5","RET","DEG2","QU4","PC","IT",2017,4.4
"MED_DDS","3-5","RET","DEG2","QU5","PC","IT",2017,4.9
"MED_DDS","3-5","RET","DEG2","TOTAL","PC","IT",2017,4
"MED_DDS","3-5","RET","DEG3","QU1","PC","IT",2017,3.9
"MED_DDS","3-5","RET","DEG3","QU2","PC","IT",2017,4.8
"MED_DDS","3-5","RET","DEG3","QU3","PC","IT",2017,3.7
"MED_DDS","3-5","RET","DEG3","QU4","PC","IT",2017,3.9
"MED_DDS","3-5","RET","DEG3","QU5","PC","IT",2017,6
"MED_DDS","3-5","RET","DEG3","TOTAL","PC","IT",2017,4.4
"MED_DDS","3-5","RET","TOTAL","QU1","PC","IT",2017,4.4
"MED_DDS","3-5","RET","TOTAL","QU2","PC","IT",2017,3.4
"MED_DDS","3-5","RET","TOTAL","QU3","PC","IT",2017,3.9
"MED_DDS","3-5","RET","TOTAL","QU4","PC","IT",2017,4.4
"MED_DDS","3-5","RET","TOTAL","QU5","PC","IT",2017,5.8
"MED_DDS","3-5","RET","TOTAL","TOTAL","PC","IT",2017,4.4
"MED_DDS","3-5","UNE","DEG1","QU1","PC","IT",2017,2.2
"MED_DDS","3-5","UNE","DEG1","QU2","PC","IT",2017,0.5
"MED_DDS","3-5","UNE","DEG1","QU3","PC","IT",2017,2.1
"MED_DDS","3-5","UNE","DEG1","QU4","PC","IT",2017,3.4
