"unit","med_spec","geo","time","values"
"P_HTHAB","SURG_ORT","NO",2010,9.02
"P_HTHAB","SURG_ORT","PL",2010,7.52
"P_HTHAB","SURG_ORT","PT",2010,9.28
"P_HTHAB","SURG_ORT","RO",2010,3.91
"P_HTHAB","SURG_ORT","RS",2010,5.34
"P_HTHAB","SURG_ORT","SE",2010,12.56
"P_HTHAB","SURG_ORT","SI",2010,5.03
"P_HTHAB","SURG_ORT","TR",2010,4.54
"P_HTHAB","SURG_ORT","UK",2010,10.39
"P_HTHAB","SURG_PLA","AT",2010,1.87
"P_HTHAB","SURG_PLA","BE",2010,1.95
"P_HTHAB","SURG_PLA","BG",2010,0.87
"P_HTHAB","SURG_PLA","CH",2010,1.6
"P_HTHAB","SURG_PLA","CZ",2010,2.04
"P_HTHAB","SURG_PLA","DE",2010,1.02
"P_HTHAB","SURG_PLA","DK",2010,1.71
"P_HTHAB","SURG_PLA","EE",2010,0.53
"P_HTHAB","SURG_PLA","EL",2010,2.97
"P_HTHAB","SURG_PLA","ES",2010,1.35
"P_HTHAB","SURG_PLA","FI",2010,1.64
"P_HTHAB","SURG_PLA","FR",2010,1.01
"P_HTHAB","SURG_PLA","HR",2010,0.12
"P_HTHAB","SURG_PLA","IE",2010,1.29
"P_HTHAB","SURG_PLA","IS",2010,3.46
"P_HTHAB","SURG_PLA","LI",2010,8.33
"P_HTHAB","SURG_PLA","LT",2010,1.19
"P_HTHAB","SURG_PLA","LU",2010,2.76
"P_HTHAB","SURG_PLA","LV",2010,0.76
"P_HTHAB","SURG_PLA","ME",2010,0.32
"P_HTHAB","SURG_PLA","MK",2010,0.68
"P_HTHAB","SURG_PLA","MT",2010,1.21
"P_HTHAB","SURG_PLA","NL",2010,1.76
"P_HTHAB","SURG_PLA","NO",2010,1.7
"P_HTHAB","SURG_PLA","PL",2010,0.22
"P_HTHAB","SURG_PLA","PT",2010,1.93
"P_HTHAB","SURG_PLA","RO",2010,1.15
"P_HTHAB","SURG_PLA","RS",2010,1.42
"P_HTHAB","SURG_PLA","SE",2010,1.55
"P_HTHAB","SURG_PLA","SI",2010,1.22
"P_HTHAB","SURG_PLA","TR",2010,1.54
"P_HTHAB","SURG_PLA","UK",2010,1.79
"P_HTHAB","SURG_THO","AT",2010,0.17
"P_HTHAB","SURG_THO","BG",2010,1.19
"P_HTHAB","SURG_THO","CH",2010,0
"P_HTHAB","SURG_THO","CZ",2010,1.79
"P_HTHAB","SURG_THO","DE",2010,1.44
"P_HTHAB","SURG_THO","DK",2010,1.44
"P_HTHAB","SURG_THO","EE",2010,0.38
"P_HTHAB","SURG_THO","EL",2010,3.09
"P_HTHAB","SURG_THO","ES",2010,1.74
"P_HTHAB","SURG_THO","FI",2010,2.07
"P_HTHAB","SURG_THO","FR",2010,0.6
"P_HTHAB","SURG_THO","IE",2010,0.55
"P_HTHAB","SURG_THO","IS",2010,1.89
"P_HTHAB","SURG_THO","LI",2010,0
"P_HTHAB","SURG_THO","LT",2010,2.03
"P_HTHAB","SURG_THO","LU",2010,1.18
"P_HTHAB","SURG_THO","LV",2010,1.24
"P_HTHAB","SURG_THO","MK",2010,0.05
"P_HTHAB","SURG_THO","MT",2010,1.21
"P_HTHAB","SURG_THO","NL",2010,0.83
"P_HTHAB","SURG_THO","NO",2010,1.04
"P_HTHAB","SURG_THO","PL",2010,1.12
"P_HTHAB","SURG_THO","PT",2010,1.04
"P_HTHAB","SURG_THO","RO",2010,1.02
"P_HTHAB","SURG_THO","RS",2010,0.44
"P_HTHAB","SURG_THO","SE",2010,1.49
"P_HTHAB","SURG_THO","SI",2010,0.34
"P_HTHAB","SURG_THO","TR",2010,3.01
"P_HTHAB","SURG_THO","UK",2010,1.55
"P_HTHAB","SURG_URO","AT",2010,6.12
"P_HTHAB","SURG_URO","BE",2010,3.25
"P_HTHAB","SURG_URO","BG",2010,9.15
"P_HTHAB","SURG_URO","CH",2010,5.06
"P_HTHAB","SURG_URO","CZ",2010,7.81
"P_HTHAB","SURG_URO","DE",2010,8.54
"P_HTHAB","SURG_URO","DK",2010,4.87
"P_HTHAB","SURG_URO","EE",2010,4.06
"P_HTHAB","SURG_URO","EL",2010,13.18
"P_HTHAB","SURG_URO","ES",2010,5.52
"P_HTHAB","SURG_URO","FI",2010,3.67
"P_HTHAB","SURG_URO","FR",2010,3.55
"P_HTHAB","SURG_URO","HR",2010,4
"P_HTHAB","SURG_URO","IE",2010,2.54
"P_HTHAB","SURG_URO","IS",2010,5.35
"P_HTHAB","SURG_URO","LI",2010,5.55
"P_HTHAB","SURG_URO","LT",2010,7.26
"P_HTHAB","SURG_URO","LU",2010,4.34
"P_HTHAB","SURG_URO","LV",2010,3.96
"P_HTHAB","SURG_URO","ME",2010,3.07
"P_HTHAB","SURG_URO","MK",2010,4.53
"P_HTHAB","SURG_URO","MT",2010,4.1
"P_HTHAB","SURG_URO","NL",2010,2.76
"P_HTHAB","SURG_URO","NO",2010,2.88
"P_HTHAB","SURG_URO","PL",2010,2.88
"P_HTHAB","SURG_URO","PT",2010,5.63
"P_HTHAB","SURG_URO","RO",2010,3.36
"P_HTHAB","SURG_URO","RS",2010,3.6
"P_HTHAB","SURG_URO","SE",2010,5.43
"P_HTHAB","SURG_URO","SI",2010,2.64
"P_HTHAB","SURG_URO","TR",2010,4.38
"P_HTHAB","SURG_URO","UK",2010,5.18
"P_HTHAB","SURG_VAS","BG",2010,1.58
"P_HTHAB","SURG_VAS","CH",2010,0.89
"P_HTHAB","SURG_VAS","CZ",2010,0.48
"P_HTHAB","SURG_VAS","DE",2010,1.53
"P_HTHAB","SURG_VAS","DK",2010,1.33
"P_HTHAB","SURG_VAS","EE",2010,1.95
"P_HTHAB","SURG_VAS","EL",2010,1.94
"P_HTHAB","SURG_VAS","ES",2010,1.65
"P_HTHAB","SURG_VAS","FI",2010,0.6
"P_HTHAB","SURG_VAS","FR",2010,0.7
"P_HTHAB","SURG_VAS","IE",2010,0
"P_HTHAB","SURG_VAS","IS",2010,2.83
"P_HTHAB","SURG_VAS","LI",2010,2.78
"P_HTHAB","SURG_VAS","LT",2010,1.58
"P_HTHAB","SURG_VAS","LU",2010,0.99
"P_HTHAB","SURG_VAS","LV",2010,0.86
"P_HTHAB","SURG_VAS","MK",2010,0.24
"P_HTHAB","SURG_VAS","MT",2010,0.72
"P_HTHAB","SURG_VAS","NO",2010,1.55
"P_HTHAB","SURG_VAS","PL",2010,0.51
"P_HTHAB","SURG_VAS","PT",2010,1.41
"P_HTHAB","SURG_VAS","RO",2010,0.48
"P_HTHAB","SURG_VAS","RS",2010,0
"P_HTHAB","SURG_VAS","SE",2010,1.29
"P_HTHAB","SURG_VAS","SI",2010,0.39
"P_HTHAB","SURG_VAS","UK",2010,0
"NR","GEN","AT",2009,12979
"NR","GEN","BE",2009,12286
"NR","GEN","BG",2009,5198
"NR","GEN","CH",2009,4683
"NR","GEN","CZ",2009,7366
"NR","GEN","DE",2009,71218
"NR","GEN","DK",2009,4347
"NR","GEN","EE",2009,1101
"NR","GEN","EL",2009,3124
"NR","GEN","ES",2009,33958
"NR","GEN","FI",2009,5453
"NR","GEN","FR",2009,103349
"NR","GEN","HR",2009,3264
"NR","GEN","IE",2009,12150
"NR","GEN","IS",2009,186
"NR","GEN","IT",2009,52657
"NR","GEN","LI",2009,26
"NR","GEN","LT",2009,2383
"NR","GEN","LU",2009,395
"NR","GEN","LV",2009,1315
"NR","GEN","ME",2009,208
"NR","GEN","MK",2009,1784
"NR","GEN","MT",2009,274
"NR","GEN","NL",2009,20813
"NR","GEN","NO",2009,3877
"NR","GEN","PL",2009,16937
"NR","GEN","PT",2009,20221
"NR","GEN","RO",2009,17830
"NR","GEN","RS",2009,6916
"NR","GEN","SE",2009,5832
"NR","GEN","SI",2009,1017
"NR","GEN","TR",2009,37980
"NR","GEN","UK",2009,49437
"NR","GEN_OTH","AT",2009,6498
"NR","GEN_OTH","BE",2009,0
"NR","GEN_OTH","BG",2009,249
"NR","GEN_OTH","CZ",2009,0
"NR","GEN_OTH","DE",2009,14739
"NR","GEN_OTH","EE",2009,145
"NR","GEN_OTH","EL",2009,1183
"NR","GEN_OTH","ES",2009,0
"NR","GEN_OTH","HR",2009,827
"NR","GEN_OTH","IE",2009,9701
"NR","GEN_OTH","IT",2009,6448
"NR","GEN_OTH","LI",2009,0
"NR","GEN_OTH","LT",2009,84
"NR","GEN_OTH","LU",2009,0
"NR","GEN_OTH","LV",2009,0
"NR","GEN_OTH","ME",2009,0
"NR","GEN_OTH","MT",2009,0
"NR","GEN_OTH","NL",2009,8972
"NR","GEN_OTH","NO",2009,337
"NR","GEN_OTH","PL",2009,9099
"NR","GEN_OTH","PT",2009,1594
"NR","GEN_OTH","RO",2009,5095
"NR","GEN_OTH","RS",2009,1483
"NR","GEN_OTH","SE",2009,0
"NR","GEN_OTH","SI",2009,160
"NR","GEN_PRAC","AL",2009,1595
"NR","GEN_PRAC","AT",2009,6481
"NR","GEN_PRAC","BE",2009,12286
"NR","GEN_PRAC","BG",2009,4949
"NR","GEN_PRAC","CZ",2009,7366
"NR","GEN_PRAC","DE",2009,56479
"NR","GEN_PRAC","EE",2009,956
"NR","GEN_PRAC","EL",2009,1941
"NR","GEN_PRAC","ES",2009,33958
"NR","GEN_PRAC","FR",2009,103349
"NR","GEN_PRAC","HR",2009,2437
"NR","GEN_PRAC","IE",2009,2449
"NR","GEN_PRAC","IS",2009,186
"NR","GEN_PRAC","IT",2009,46209
"NR","GEN_PRAC","LI",2009,26
"NR","GEN_PRAC","LT",2009,2299
"NR","GEN_PRAC","LU",2009,395
"NR","GEN_PRAC","LV",2009,1315
"NR","GEN_PRAC","ME",2009,208
"NR","GEN_PRAC","MT",2009,274
"NR","GEN_PRAC","NL",2009,11841
"NR","GEN_PRAC","NO",2009,3540
"NR","GEN_PRAC","PL",2009,7838
"NR","GEN_PRAC","PT",2009,18627
"NR","GEN_PRAC","RO",2009,12735
"NR","GEN_PRAC","RS",2009,5433
"NR","GEN_PRAC","SE",2009,5832
"NR","GEN_PRAC","SI",2009,857
"NR","GEN_PRAC","TR",2009,37980
"NR","GEN_PRAC","UK",2009,49437
"NR","GYN","AL",2009,191
"NR","GYN","AT",2009,1594
"NR","GYN","BE",2009,1331
"NR","GYN","BG",2009,1387
"NR","GYN","CH",2009,1303
"NR","GYN","CZ",2009,2552
"NR","GYN","DE",2009,18965
"NR","GYN","DK",2009,540
"NR","GYN","EE",2009,268
"NR","GYN","EL",2009,2720
"NR","GYN","ES",2009,4754
"NR","GYN","FI",2009,580
"NR","GYN","FR",2009,7824
"NR","GYN","HR",2009,723
"NR","GYN","IE",2009,193
"NR","GYN","IS",2009,36
"NR","GYN","IT",2009,11741
"NR","GYN","LI",2009,5
"NR","GYN","LT",2009,707
"NR","GYN","LU",2009,73
"NR","GYN","LV",2009,473
"NR","GYN","ME",2009,99
"NR","GYN","MK",2009,324
"NR","GYN","MT",2009,34
"NR","GYN","NL",2009,1252
"NR","GYN","NO",2009,537
"NR","GYN","PL",2009,6076
"NR","GYN","PT",2009,1534
"NR","GYN","RO",2009,2242
"NR","GYN","RS",2009,1265
"NR","GYN","SE",2009,1278
"NR","GYN","SI",2009,319
"NR","GYN","TR",2009,6668
"NR","GYN","UK",2009,6779
"NR","MED","AL",2009,1943
"NR","MED","AT",2009,8277
"NR","MED","BE",2009,8500
"NR","MED","BG",2009,9146
"NR","MED","CH",2009,7741
"NR","MED","CZ",2009,15289
"NR","MED","DE",2009,89585
"NR","MED","DK",2009,3409
"NR","MED","EE",2009,1149
"NR","MED","EL",2009,20047
"NR","MED","ES",2009,23641
"NR","MED","FI",2009,3271
"NR","MED","FR",2009,49343
"NR","MED","HR",2009,4286
"NR","MED","IE",2009,1999
"NR","MED","IS",2009,373
"NR","MED","IT",2009,79329
"NR","MED","LI",2009,25
"NR","MED","LT",2009,3776
"NR","MED","LU",2009,413
"NR","MED","LV",2009,2088
"NR","MED","ME",2009,499
"NR","MED","MK",2009,1534
"NR","MED","MT",2009,215
"NR","MED","NL",2009,12449
"NR","MED","NO",2009,3268
"NR","MED","PL",2009,30721
"NR","MED","PT",2009,9666
"NR","MED","RO",2009,17375
"NR","MED","RS",2009,5955
"NR","MED","SE",2009,7963
"NR","MED","SI",2009,1734
"NR","MED","TR",2009,33174
"NR","MED","UK",2009,39051
"NR","MED_CAR","BE",2009,942
"NR","MED_CAR","BG",2009,1055
"NR","MED_CAR","CH",2009,659
"NR","MED_CAR","CZ",2009,732
"NR","MED_CAR","DE",2009,5017
"NR","MED_CAR","DK",2009,333
"NR","MED_CAR","EE",2009,138
"NR","MED_CAR","EL",2009,2788
"NR","MED_CAR","FI",2009,184
"NR","MED_CAR","FR",2009,6297
"NR","MED_CAR","HU",2009,891
"NR","MED_CAR","IE",2009,109
"NR","MED_CAR","IS",2009,32
"NR","MED_CAR","IT",2009,14139
"NR","MED_CAR","LI",2009,2
"NR","MED_CAR","LT",2009,387
"NR","MED_CAR","LU",2009,46
"NR","MED_CAR","LV",2009,144
"NR","MED_CAR","MK",2009,0
"NR","MED_CAR","MT",2009,10
"NR","MED_CAR","NL",2009,1124
"NR","MED_CAR","NO",2009,302
"NR","MED_CAR","PL",2009,2956
"NR","MED_CAR","PT",2009,853
"NR","MED_CAR","RO",2009,1093
"NR","MED_CAR","RS",2009,319
"NR","MED_CAR","SE",2009,686
"NR","MED_CAR","TR",2009,2753
"NR","MED_CAR","UK",2009,2785
"NR","MED_DER","AT",2009,686
"NR","MED_DER","BE",2009,675
"NR","MED_DER","BG",2009,381
"NR","MED_DER","CH",2009,371
"NR","MED_DER","CZ",2009,862
"NR","MED_DER","DE",2009,4916
"NR","MED_DER","DK",2009,157
"NR","MED_DER","EE",2009,69
"NR","MED_DER","EL",2009,1054
"NR","MED_DER","FI",2009,154
"NR","MED_DER","FR",2009,4157
"NR","MED_DER","HR",2009,175
"NR","MED_DER","HU",2009,503
"NR","MED_DER","IE",2009,47
"NR","MED_DER","IS",2009,17
"NR","MED_DER","IT",2009,3908
"NR","MED_DER","LI",2009,3
"NR","MED_DER","LT",2009,171
"NR","MED_DER","LU",2009,35
"NR","MED_DER","LV",2009,121
"NR","MED_DER","ME",2009,15
"NR","MED_DER","MK",2009,92
"NR","MED_DER","MT",2009,11
"NR","MED_DER","NL",2009,514
"NR","MED_DER","NO",2009,131
"NR","MED_DER","PL",2009,1567
"NR","MED_DER","PT",2009,318
"NR","MED_DER","RO",2009,781
"NR","MED_DER","RS",2009,261
"NR","MED_DER","SE",2009,354
"NR","MED_DER","SI",2009,64
"NR","MED_DER","TR",2009,1821
"NR","MED_DER","UK",2009,2052
"NR","MED_END","BE",2009,217
"NR","MED_END","BG",2009,363
"NR","MED_END","CH",2009,155
"NR","MED_END","CZ",2009,136
"NR","MED_END","DE",2009,488
"NR","MED_END","DK",2009,173
"NR","MED_END","EE",2009,46
"NR","MED_END","EL",2009,521
"NR","MED_END","FI",2009,38
"NR","MED_END","FR",2009,1597
"NR","MED_END","HU",2009,181
"NR","MED_END","IE",2009,54
"NR","MED_END","IS",2009,17
"NR","MED_END","IT",2009,1522
"NR","MED_END","LI",2009,0
"NR","MED_END","LT",2009,135
"NR","MED_END","LU",2009,5
"NR","MED_END","LV",2009,59
"NR","MED_END","MK",2009,0
"NR","MED_END","MT",2009,10
"NR","MED_END","NO",2009,61
"NR","MED_END","PL",2009,672
"NR","MED_END","PT",2009,182
"NR","MED_END","RO",2009,433
"NR","MED_END","RS",2009,117
"NR","MED_END","SE",2009,200
"NR","MED_END","TR",2009,388
"NR","MED_END","UK",2009,1355
"NR","MED_GAS","AT",2009,0
"NR","MED_GAS","BE",2009,588
"NR","MED_GAS","BG",2009,353
"NR","MED_GAS","CH",2009,284
"NR","MED_GAS","CZ",2009,348
"NR","MED_GAS","DE",2009,2400
"NR","MED_GAS","DK",2009,159
"NR","MED_GAS","EE",2009,41
"NR","MED_GAS","EL",2009,660
"NR","MED_GAS","FI",2009,81
"NR","MED_GAS","FR",2009,3450
"NR","MED_GAS","HU",2009,538
"NR","MED_GAS","IE",2009,89
"NR","MED_GAS","IS",2009,25
"NR","MED_GAS","IT",2009,3422
"NR","MED_GAS","LI",2009,0
"NR","MED_GAS","LT",2009,91
"NR","MED_GAS","LU",2009,19
"NR","MED_GAS","LV",2009,47
"NR","MED_GAS","MK",2009,0
"NR","MED_GAS","MT",2009,4
"NR","MED_GAS","NL",2009,470
"NR","MED_GAS","NO",2009,167
"NR","MED_GAS","PL",2009,539
"NR","MED_GAS","PT",2009,456
"NR","MED_GAS","RO",2009,304
"NR","MED_GAS","RS",2009,103
"NR","MED_GAS","SE",2009,234
"NR","MED_GAS","SI",2009,8
"NR","MED_GAS","TR",2009,537
"NR","MED_GAS","UK",2009,1939
"NR","MED_HAE","AT",2009,54
"NR","MED_HAE","BG",2009,330
"NR","MED_HAE","CH",2009,128
"NR","MED_HAE","CZ",2009,487
"NR","MED_HAE","DE",2009,384
"NR","MED_HAE","DK",2009,97
"NR","MED_HAE","EE",2009,36
"NR","MED_HAE","EL",2009,435
"NR","MED_HAE","FI",2009,53
"NR","MED_HAE","FR",2009,464
"NR","MED_HAE","HR",2009,107
"NR","MED_HAE","HU",2009,279
"NR","MED_HAE","IE",2009,66
"NR","MED_HAE","IS",2009,6
"NR","MED_HAE","IT",2009,2436
"NR","MED_HAE","LI",2009,0
"NR","MED_HAE","LT",2009,70
"NR","MED_HAE","LU",2009,0
"NR","MED_HAE","LV",2009,62
"NR","MED_HAE","MK",2009,76
"NR","MED_HAE","MT",2009,9
"NR","MED_HAE","NO",2009,64
"NR","MED_HAE","PL",2009,469
"NR","MED_HAE","PT",2009,185
"NR","MED_HAE","RO",2009,181
"NR","MED_HAE","RS",2009,59
"NR","MED_HAE","SE",2009,197
"NR","MED_HAE","SI",2009,42
"NR","MED_HAE","TR",2009,257
"NR","MED_HAE","UK",2009,1676
"NR","MED_IMM","AT",2009,11
"NR","MED_IMM","BG",2009,180
"NR","MED_IMM","CH",2009,403
"NR","MED_IMM","CZ",2009,576
"NR","MED_IMM","DE",2009,705
"NR","MED_IMM","DK",2009,249
"NR","MED_IMM","EE",2009,38
"NR","MED_IMM","EL",2009,401
"NR","MED_IMM","FI",2009,92
"NR","MED_IMM","FR",2009,2652
"NR","MED_IMM","HU",2009,809
"NR","MED_IMM","IE",2009,54
"NR","MED_IMM","IS",2009,26
"NR","MED_IMM","IT",2009,2479
"NR","MED_IMM","LI",2009,1
"NR","MED_IMM","LT",2009,80
"NR","MED_IMM","LU",2009,17
"NR","MED_IMM","LV",2009,37
"NR","MED_IMM","ME",2009,2
"NR","MED_IMM","MK",2009,1
"NR","MED_IMM","MT",2009,4
"NR","MED_IMM","NL",2009,317
"NR","MED_IMM","NO",2009,139
"NR","MED_IMM","PL",2009,1768
"NR","MED_IMM","PT",2009,528
"NR","MED_IMM","RO",2009,441
"NR","MED_IMM","RS",2009,56
"NR","MED_IMM","SE",2009,451
"NR","MED_IMM","SI",2009,4
"NR","MED_IMM","TR",2009,257
"NR","MED_IMM","UK",2009,1216
"NR","MED_INT","AT",2009,3650
"NR","MED_INT","BE",2009,1333
"NR","MED_INT","BG",2009,1777
"NR","MED_INT","CH",2009,3291
"NR","MED_INT","CZ",2009,5608
"NR","MED_INT","DE",2009,27596
"NR","MED_INT","DK",2009,312
"NR","MED_INT","EE",2009,160
"NR","MED_INT","EL",2009,1614
"NR","MED_INT","FI",2009,753
"NR","MED_INT","FR",2009,2272
"NR","MED_INT","HR",2009,1720
"NR","MED_INT","HU",2009,1928
"NR","MED_INT","IE",2009,591
"NR","MED_INT","IS",2009,83
"NR","MED_INT","IT",2009,22726
"NR","MED_INT","LI",2009,15
"NR","MED_INT","LT",2009,1154
"NR","MED_INT","LU",2009,125
"NR","MED_INT","LV",2009,632
"NR","MED_INT","ME",2009,181
"NR","MED_INT","MK",2009,777
"NR","MED_INT","MT",2009,76
"NR","MED_INT","NL",2009,2642
"NR","MED_INT","NO",2009,460
"NR","MED_INT","PL",2009,8036
"NR","MED_INT","PT",2009,1959
"NR","MED_INT","RO",2009,4865
"NR","MED_INT","RS",2009,1770
"NR","MED_INT","SE",2009,2314
"NR","MED_INT","SI",2009,833
"NR","MED_INT","TR",2009,10501
"NR","MED_INT","UK",2009,11211
"NR","MED_MIC","AT",2009,120
"NR","MED_MIC","BE",2009,481
"NR","MED_MIC","BG",2009,426
"NR","MED_MIC","CH",2009,146
"NR","MED_MIC","CZ",2009,271
"NR","MED_MIC","DE",2009,701
"NR","MED_MIC","DK",2009,68
"NR","MED_MIC","EE",2009,0
"NR","MED_MIC","EL",2009,3271
"NR","MED_MIC","FI",2009,76
"NR","MED_MIC","FR",2009,2882
"NR","MED_MIC","HR",2009,163
"NR","MED_MIC","HU",2009,124
"NR","MED_MIC","IE",2009,49
"NR","MED_MIC","IS",2009,9
"NR","MED_MIC","IT",2009,767
"NR","MED_MIC","LI",2009,0
"NR","MED_MIC","LT",2009,40
"NR","MED_MIC","LU",2009,1
"NR","MED_MIC","LV",2009,14
"NR","MED_MIC","ME",2009,20
"NR","MED_MIC","MK",2009,64
"NR","MED_MIC","MT",2009,6
"NR","MED_MIC","NL",2009,284
"NR","MED_MIC","NO",2009,64
"NR","MED_MIC","PL",2009,159
"NR","MED_MIC","PT",2009,36
"NR","MED_MIC","RS",2009,259
"NR","MED_MIC","SE",2009,131
"NR","MED_MIC","SI",2009,12
"NR","MED_MIC","TR",2009,1523
"NR","MED_MIC","UK",2009,851
"NR","MED_NEU","AT",2009,838
"NR","MED_NEU","BE",2009,314
"NR","MED_NEU","BG",2009,1070
"NR","MED_NEU","CH",2009,421
"NR","MED_NEU","CZ",2009,1438
"NR","MED_NEU","DE",2009,4670
"NR","MED_NEU","DK",2009,281
"NR","MED_NEU","EE",2009,128
"NR","MED_NEU","EL",2009,668
"NR","MED_NEU","FI",2009,329
"NR","MED_NEU","FR",2009,1980
"NR","MED_NEU","HR",2009,322
"NR","MED_NEU","HU",2009,674
"NR","MED_NEU","IE",2009,46
"NR","MED_NEU","IS",2009,24
"NR","MED_NEU","IT",2009,6473
"NR","MED_NEU","LI",2009,0
"NR","MED_NEU","LT",2009,468
"NR","MED_NEU","LU",2009,31
"NR","MED_NEU","LV",2009,247
"NR","MED_NEU","ME",2009,19
"NR","MED_NEU","MK",2009,65
"NR","MED_NEU","MT",2009,7
"NR","MED_NEU","NL",2009,1022
"NR","MED_NEU","NO",2009,272
"NR","MED_NEU","PL",2009,3464
"NR","MED_NEU","PT",2009,377
"NR","MED_NEU","RO",2009,1174
"NR","MED_NEU","RS",2009,310
"NR","MED_NEU","SE",2009,514
"NR","MED_NEU","SI",2009,122
"NR","MED_NEU","TR",2009,2497
"NR","MED_NEU","UK",2009,1456
"NR","MED_OCC","AT",2009,333
"NR","MED_OCC","BE",2009,439
"NR","MED_OCC","BG",2009,780
"NR","MED_OCC","CH",2009,103
"NR","MED_OCC","CZ",2009,652
"NR","MED_OCC","DE",2009,1652
"NR","MED_OCC","DK",2009,135
"NR","MED_OCC","EE",2009,59
"NR","MED_OCC","EL",2009,103
"NR","MED_OCC","FI",2009,150
"NR","MED_OCC","FR",2009,6530
"NR","MED_OCC","HR",2009,525
"NR","MED_OCC","HU",2009,2045
"NR","MED_OCC","IE",2009,185
"NR","MED_OCC","IS",2009,9
"NR","MED_OCC","IT",2009,3222
"NR","MED_OCC","LI",2009,0
"NR","MED_OCC","LT",2009,9
"NR","MED_OCC","LU",2009,0
"NR","MED_OCC","LV",2009,61
"NR","MED_OCC","ME",2009,112
"NR","MED_OCC","MK",2009,85
"NR","MED_OCC","MT",2009,12
"NR","MED_OCC","NL",2009,2791
"NR","MED_OCC","NO",2009,322
"NR","MED_OCC","PL",2009,1984
"NR","MED_OCC","PT",2009,1336
"NR","MED_OCC","RO",2009,3226
"NR","MED_OCC","RS",2009,892
"NR","MED_OCC","SE",2009,57
"NR","MED_OCC","SI",2009,246
"NR","MED_OCC","TR",2009,528
"NR","MED_OCC","UK",2009,2068
"NR","MED_ONC","BE",2009,3
"NR","MED_ONC","BG",2009,7
"NR","MED_ONC","CH",2009,242
"NR","MED_ONC","CZ",2009,267
"NR","MED_ONC","DE",2009,1963
"NR","MED_ONC","DK",2009,124
"NR","MED_ONC","EE",2009,32
"NR","MED_ONC","EL",2009,186
"NR","MED_ONC","FI",2009,130
"NR","MED_ONC","FR",2009,613
"NR","MED_ONC","HU",2009,510
"NR","MED_ONC","IE",2009,105
"NR","MED_ONC","IS",2009,20
"NR","MED_ONC","IT",2009,4742
"NR","MED_ONC","LI",2009,0
"NR","MED_ONC","LT",2009,52
"NR","MED_ONC","LU",2009,0
"NR","MED_ONC","LV",2009,76
"NR","MED_ONC","MK",2009,25
"NR","MED_ONC","MT",2009,6
"NR","MED_ONC","NO",2009,152
"NR","MED_ONC","PL",2009,878
"NR","MED_ONC","PT",2009,208
"NR","MED_ONC","RO",2009,348
"NR","MED_ONC","RS",2009,20
"NR","MED_ONC","SE",2009,437
"NR","MED_ONC","SI",2009,14
"NR","MED_ONC","TR",2009,265
"NR","MED_ONC","UK",2009,2115
"NR","MED_ORL","AT",2009,607
"NR","MED_ORL","BE",2009,604
"NR","MED_ORL","BG",2009,541
"NR","MED_ORL","CH",2009,367
"NR","MED_ORL","CZ",2009,1018
"NR","MED_ORL","DE",2009,5424
"NR","MED_ORL","DK",2009,329
"NR","MED_ORL","EE",2009,101
"NR","MED_ORL","EL",2009,1191
"NR","MED_ORL","FI",2009,304
"NR","MED_ORL","FR",2009,2966
"NR","MED_ORL","HR",2009,255
"NR","MED_ORL","HU",2009,698
"NR","MED_ORL","IE",2009,69
"NR","MED_ORL","IS",2009,21
"NR","MED_ORL","IT",2009,4517
"NR","MED_ORL","LI",2009,2
"NR","MED_ORL","LT",2009,283
"NR","MED_ORL","LU",2009,38
"NR","MED_ORL","LV",2009,154
"NR","MED_ORL","ME",2009,27
"NR","MED_ORL","MK",2009,111
"NR","MED_ORL","MT",2009,15
"NR","MED_ORL","NL",2009,514
"NR","MED_ORL","NO",2009,275
"NR","MED_ORL","PL",2009,2500
"NR","MED_ORL","PT",2009,557
"NR","MED_ORL","RO",2009,990
"NR","MED_ORL","RS",2009,400
"NR","MED_ORL","SE",2009,650
"NR","MED_ORL","SI",2009,76
"NR","MED_ORL","TR",2009,3186
"NR","MED_ORL","UK",2009,1956
"NR","MED_PAT","AT",2009,310
"NR","MED_PAT","BE",2009,266
"NR","MED_PAT","BG",2009,335
"NR","MED_PAT","CH",2009,235
"NR","MED_PAT","CZ",2009,473
"NR","MED_PAT","DE",2009,1465
"NR","MED_PAT","DK",2009,184
"NR","MED_PAT","EE",2009,36
"NR","MED_PAT","EL",2009,3308
"NR","MED_PAT","FI",2009,166
"NR","MED_PAT","FR",2009,1531
"NR","MED_PAT","HR",2009,236
"NR","MED_PAT","HU",2009,391
"NR","MED_PAT","IE",2009,146
"NR","MED_PAT","IS",2009,31
"NR","MED_PAT","IT",2009,759
"NR","MED_PAT","LI",2009,0
"NR","MED_PAT","LT",2009,125
"NR","MED_PAT","LU",2009,0
"NR","MED_PAT","LV",2009,45
"NR","MED_PAT","ME",2009,12
"NR","MED_PAT","MK",2009,58
"NR","MED_PAT","MT",2009,14
"NR","MED_PAT","NL",2009,436
"NR","MED_PAT","NO",2009,164
"NR","MED_PAT","PL",2009,560
"NR","MED_PAT","PT",2009,1043
"NR","MED_PAT","RO",2009,742
"NR","MED_PAT","RS",2009,147
"NR","MED_PAT","SE",2009,343
"NR","MED_PAT","SI",2009,48
"NR","MED_PAT","TR",2009,1553
"NR","MED_PAT","UK",2009,2293
"NR","MED_RAD","AT",2009,1291
